hsn_code,description,gst_rate
28,Thorium oxalate,0.05
28,"Micronutrients, which are covered under serial number 1(g) of Schedule 1, Part (A) of the Fertilizer Control Order, 1985 and are manufactured by the manufacturers which are registered under the Fertilizer Control Order, 1985",0.12
28,Potassium Iodate,0.12
28,Enriched elemental boron,0.05
28,"All inorganic chemicals [other than those specified in the Schedule for exempted goods or other Rate Schedules for goods
including Fertilizer grade Phosphoric acid",0.18
28,Nuclear fuel,0.05
2801,Iodine,0.12
2804,Medical grade oxygen,0.12
2805-11-01,Nuclear grade sodium,0.05
2809,Fertilizer grade phosphoric acid,0.05
2835,"Dicalcium phosphate (DCP) of animal feed grade
conforming to IS specification No.5470 : 2002",0.0
2845,Heavy water and other nuclear fuels,0.05
2847,Medicinal grade hydrogen peroxide,0.12
2853,Compressed air,0.05
29,Live horses,0.12
29,"Following goods namely:-
a. Menthol and menthol crystals,
b. Peppermint (Mentha Oil),
c. Fractionated / de-terpenated mentha oil (DTMO),
d. De-mentholised oil (DMO),
e. Spearmint oil,
f. Mentha piperita oil",0.12
29,All organic chemicals other than giberellic acid,0.18
29,Handbags including pouches and purses; jewellery box,0.12
29,"Buttons, of plastics not covered with the textile material, of base metals, buttons of
coconut shell, button blanks",0.18
29,Gibberellic acid,0.12
3,"Fish seeds, prawn / shrimp seeds whether or not processed, cured or in frozen state [other than goods
falling under Chapter 3 and attracting 5%]",0.0
30,"Motor vehicles for the transport of not more than 13 persons, including the driver, other than the vehicles of the description mentioned in S. No.
50 and 51",
30,"Fresh turmeric, other than in processed form",0.0
30,"Machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat- shrink wrapping machinery); machinery for aerating beverages [other than dish washing machines]",0.18
30,"Tobacco refuse, bearing a brand name",
30,All goods,0.12
30,"Buttons, of plastics not covered with the textile material, of base metals, buttons of
coconut shell, button blanks",0.18
30,Handmade lace,0.05
30,Brass Kerosene Pressure Stove,0.12
30,"Roasted chicory and other roasted coffee
substitutes, and extracts, essences and concentrates thereof",0.12
30,"Filter cigarettes of length (including the length of the filter, the length of filter being 11 millimetres or its actual length, whichever is more) not
exceeding 65 millimetres",
30,Diagnostic kits for detection of all types of hepatitis,0.05
30,Desferrioxamine injection or deferiprone,0.05
30,Cyclosporin,0.05
30,"Medicaments (including veterinary medicaments) used in
bio-chemic systems and not bearing a brand name",0.05
30,Oral re-hydration salts,0.05
30,"Drugs or medicines including their salts and esters and
diagnostic test kits, specified in List 1 appended to this Schedule",0.05
30,"Formulations manufactured from the bulk drugs specified
in List 2 appended to this Schedule",0.05
30,"Medicaments (including those used in Ayurvedic, Unani, Siddha, Homeopathic or Bio-chemic systems), manufactured exclusively in accordance with the formulae described in the authoritative books specified in the First Schedule to the Drugs and Cosmetics Act, 1940 (23 of 1940) or Homeopathic Pharmacopoeia of India or the United States of America or the United Kingdom or the German Homeopathic Pharmacopoeia, as the case may be, and sold under the name as specified in such books or
pharmacopoeia",0.05
30,"Hand bags and shopping bags, of jute",0.12
30,Beverages containing milk,0.12
30,Insulin,0.05
30,"New pneumatic tyres, of rubber of a kind used on aircraft",0.05
30,"Following goods namely:-
a. Menthol and menthol crystals,
b. Peppermint (Mentha Oil),
c. Fractionated / de-terpenated mentha oil (DTMO),
d. De-mentholised oil (DMO),
e. Spearmint oil,
f. Mentha piperita oil",0.12
30,Jarda scented tobacco,
30,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard,
containing an assortment of paper stationery",0.12
30,"Brakes assembly and its parts thereof for
tractors",0.18
30,"Ginger other than fresh ginger, saffron, turmeric (curcuma) other than fresh turmeric, thyme, bay leaves, curry and other spices",0.05
3001,"Glands and other organs for organo- therapeutic uses, dried, whether or not powdered; extracts of glands or other organs or of their secretions for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, not elsewhere specified
or included",0.12
3002,"Animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera and other blood fractions and modified immunological products, whether or not obtained by means of biotechnological processes; toxins, cultures of micro- organisms (excluding yeasts) and similar
products",0.12
3002,Human Blood and its components,0.0
3002,Animal or Human Blood Vaccines,0.05
3003,"Medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of two or more constituents which have been mixed together for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale, including Ayurvaedic, Unani, Siddha, homoeopathic
or Bio-chemic systems medicaments",0.12
3004,"Medicaments (excluding goods of heading 30.02, 30.05 or 30.06) consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses (including those in the form of transdermal administration systems) or in forms or packings for retail sale, including Ayurvaedic, Unani, homoeopathic siddha or Bio-chemic systems medicaments, put up
for retail sale",0.12
3005,"Wadding, gauze, bandages and similar articles (for example, dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or put up in
forms or packings for retail sale for medical, surgical, dental or veterinary purposes",0.12
3006,"Pharmaceutical goods specified in Note 4 to this Chapter [i.e. Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or denatal adhesion barriers, whether or not absorbable; Waste pharmaceuticals] [other than contraceptives] and Ostomy appliances]",0.12
3006,"Ostomy appliances including pouch or flange, stoma adhesive paste, barrier cream, irrigator kit, sleeves, belt, micro-pore tapes",0.05
3006,All types of contraceptives,0.0
3006,Animal or Human Blood Vaccines,0.05
301,Live fish.,0.0
302,"Fish, fresh or chilled, excluding fish fillets and other
fish meat of heading 0304",0.0
30],"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; [other than boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an
assortment of paper stationery including writing blocks]",0.18
31,"Diesel driven motor vehicles of engine capacity not exceeding 1500 cc and of length not exceeding 4000 mm.
Explanation.- For the purposes of this entry, the specification of the motor vehicle shall be determined as per the Motor Vehicles Act, 1988
(59 of 1988) and the rules made there under.",
31,Handbags including pouches and purses; jewellery box,0.12
3101,All goods i.e. animal or vegetable fertilisers or organic fertilisers pre-packaged and labelled,0.05
3101,All goods and organic manure other than pre-packaged and labelled.,0.0
3102,"Mineral or chemical fertilisers, nitrogenous, other than
those which are clearly not to be used as fertilizers",0.05
3102,"Mineral or chemical fertilisers,
nitrogenous, which are clearly not to be used as fertilizers",0.18
3103,"Mineral or chemical fertilisers, phosphatic,
which are clearly not to be used as fertilizers",0.18
3103,"Mineral or chemical fertilisers, phosphatic, other than
those which are clearly not to be used as fertilizers",0.05
3104,"Mineral or chemical fertilisers, potassic, other than those
which are clearly not to be used as fertilizers",0.05
3104,"Mineral or chemical fertilisers, potassic, which are clearly not to be used as
fertilizers",0.18
3105,"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this Chapter in tablets or similar forms or in packages of a gross weight not exceeding 10 kg; other than those which are clearly not to be used as fertilizers”;",0.05
3105,"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium; other fertilisers; goods of this Chapter in tablets or similar forms or in packages of a gross
weight not exceeding 10 kg, which are clearly not to be used as fertilizers",0.18
32,Flexible intermediate bulk containers,0.18
32,"Wattle extract, quebracho extract, chestnut extract",0.05
32,"Other made up textile articles, sets, of sale value not exceeding Rs. 1000 per piece",0.05
32,Handbags including pouches and purses; jewellery box,0.12
3201,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives (other than Wattle extract, quebracho extract, chestnut
extract)",0.18
3202,Enzymatic preparations for pre-tanning,0.05
3202,"Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether or not containing
natural tanning substances (other than Enzymatic preparations for pre-tanning)",0.18
3203,"Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in Note 3 to this Chapter based on colouring matter of vegetable or animal
origin",0.18
3204,"Synthetic organic colouring matter, whether or not chemically defined; preparations as specified in Note 3 to this Chapter based on synthetic organic colouring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminophores,
whether or not chemically defined",0.18
3205,"Colour lakes; preparations as specified in Note 3 to this Chapter based on colour
lakes",0.18
3206,"Other colouring matter; preparations as
specified in Note 3 to this Chapter, other than those of heading 32.03, 32.04 or 32.05; inorganic products of a kind used as luminophores, whether or not chemically
defined",0.18
3207,"Prepared pigments, prepared opacifiers, prepared colours, vitrifiable enamels, glazes, engobes (slips), liquid lustres, and other similar preparations of a kind used in ceramic, enamelling or glass industry;
glass frit or other glass, in the form of powder, granules or flakes",0.18
3208,"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium; solutions as defined in Note 4 to
this Chapter",0.18
3209,"Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous
medium",0.18
3210,"Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for
finishing leather",0.18
3211,Prepared driers,0.18
3212,"Pigments (including metallic powders and flakes) dispersed in non-aqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other colouring
matter put up in forms or packings for retail sale",0.18
3213,"Artists’, students’ or signboard painters’ colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or in similar forms or
packings",0.18
3214,"Glaziers’ putty, grafting putty, resin cements, caulking compounds and other mastics; painters’ fillings; non- refractory surfacing preparations for facades, indoor
walls, floors, ceilings or the like",0.18
3215,"All Goods, including printing ink, writing or drawing ink and other inks, whether or not concentrated or solid, fountain pen ink, ball pen ink",0.18
3301,"Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by- products of the deterpenation of essential oils; aqueous distillates and aqueous solutions of essential oils; such as essential oils of citrus fruit, essential oils other than those of citrus fruit such as Eucalyptus oil, etc., Flavouring essences all types
(including those for liquors), Attars of all kinds in fixed oil bases",0.18
3301,"Following goods namely:-
a. Menthol and menthol crystals,
b. Peppermint (Mentha Oil),
c. Fractionated / de-terpenated mentha oil (DTMO),
d. De-mentholised oil (DMO),
e. Spearmint oil,
f. Mentha piperita oil",0.12
3302,"Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages; such as Synthetic perfumery compounds [other than Menthol and menthol crystals, Peppermint (Mentha Oil), Fractionated / de-terpenated mentha oil (DTMO), De- mentholised oil (DMO), Spearmint oil,
Mentha piperita oil]",0.18
3303,Perfumes and toilet waters,0.18
3304,"Kajal [other than kajal pencil sticks], Kumkum, Bindi,
Sindur, Alta",0.0
3305,"Preparations for use on the hair [except
Mehendi pate in Cones]",0.18
3305,Mehendi paste in cones,0.05
3306,Tooth powder,0.12
3307,"Agarbatti, lobhan, dhoop batti, dhoop, sambraani",0.05
3307,"Odoriferous preparations which operate by burning [other than Agarbattis, lobhan,
dhoop batti, dhoop, sambhrani",0.12
3307,"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorisers, whether or not perfumed or having disinfectant properties [other than odoriferous preparations which operate by burning, agarbattis, lobhan, dhoop batti, dhoop, sambhrani]",0.18
3401,"Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap; organic surface active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent",0.18
3402,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401 [other than Sulphonated castor oil, fish oil
or sperm oil]",0.18
3402,"Sulphonated castor oil, fish oil or sperm oil",0.05
3403,"Lubricating preparations (including
cutting-oil preparations, 13 bolt or nut release preparations, anti-rust or anti- corrosion preparations and mould release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of textile materials, leather, furskins or other materials, but excluding preparations containing, as basic constituents, 70% or more by weight of petroleum oils or of oils obtained from
bituminous minerals",0.18
3404,Artificial waxes and prepared waxes,0.18
3405,"Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations), excluding waxes of heading
3404",0.18
3406,"Candles, tapers and the like",0.12
3406,Handcrafted candles,0.12
3407,"Modelling pastes, including those put up for children's amusement; Preparations known as “dental wax” or as “dental impression compounds”, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparations for use in dentistry, with
a basis of plaster (of calcined gypsum or calcium sulphate)",0.18
3501,"Casein, caseinates and other casein
derivatives; casein glues",0.18
3502,"Albumins (including concentrates of two or more whey proteins, containing by weight more than 80% whey proteins, calculated on the dry matter), albuminates
and other albumin derivatives",0.18
3503,"Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of
heading 3501",0.18
3504,"Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide
powder, whether or not chromed; including Isolated soya protein",0.18
3505,"Dextrins and other modified starches (for example, pregelatinised or esterified starches); glues based on starches, or on
dextrins or other modified starches",0.18
3506,"Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of
1 kg",0.18
3507,"Enzymes, prepared enzymes",0.18
3601,Propellant powders,0.18
3602,"Prepared explosives, other than propellant
powders; such as Industrial explosives”;",0.18
3603,"Safety Fuses; Detonating Cords;
Percussion or Detonating Caps; Igniters; Electric Detonators",0.18
3604,"Fireworks, signalling flares, rain rockets,
fog signals and other pyrotechnic articles",0.18
3605,All goods,0.12
3606,"Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in Note 2 to this Chapter; such as liquid or liquefied-gas fuels in containers of a kind used for
filling or refilling cigarette or similar lighters",0.18
3701,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs; such as Instant print film, Cinematographic film
(other than for x-ray for Medical use)",0.18
3701,Photographic plates and film for x-ray for medical use,0.12
3702,"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print
film in rolls, sensitised, unexposed",0.18
3703,"Photographic paper, paperboard and
textiles, sensitised, unexposed",0.18
3704,"Photographic plates, film, paper,
paperboard and textiles, exposed but not developed",0.18
3705,"Photographic plates and films, exposed and
developed, other than cinematographic film",0.12
3706,"Photographic plates and films, exposed and developed, whether or not incorporating
sound track or consisting only of sound track, other than feature films.",0.12
3706,"Photographic plates and films, exposed and developed, whether or not incorporating sound track or consisting
only of sound track, for feature films",0.18
3707,"Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for
retail sale in a form ready for use",0.18
38,"Micronutrients, which are covered under serial number 1(g) of Schedule 1, Part (A) of the Fertilizer Control Order, 1985 and are manufactured by the manufacturers which are registered under the Fertilizer Control Order, 1985",0.12
3801,"Artificial graphite; colloidal or semi- colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi-
manufactures",0.18
3802,"Activated carbon; activated natural mineral products; animal black, including
spent animal black",0.18
3803,"Tall oil, whether or not refined",0.18
3804,"Residual lyes from the manufacture of wood pulp, whether or not concentrated,
desugared or chemically treated, including lignin sulphonates",0.18
3805,"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the
main constituent",0.18
3806,"Rosin and resin acids, and derivatives
thereof; rosin spirit and rosin oils; run gums",0.18
3807,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers'
pitch and similar preparations based on rosin, resin acids or on vegetable pitch",0.18
3808,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth regulators, disinfectants and similar products [other than bio-pesticides mentioned against S. No. 78A of schedule
-II",0.18
3808,"The following Bio-pesticides, namely - 1 Bacillus thuringiensis var. israelensis 2 Bacillus thuringiensis var. kurstaki
3 Bacillus thuringiensis var. galleriae 4 Bacillus sphaericus
5 Trichoderma viride
6 Trichoderma harzianum
7 Pseudomonas fluoresens
8 Beauveriabassiana
9 NPV of Helicoverpaarmigera 10 NPV of Spodopteralitura
11 Neem based pesticides
12 Cymbopogan",0.12
3808,Gibberellic acid,0.12
3809,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries,
not elsewhere specified or included",0.18
3810,"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metal and other materials; preparations of a kind used as cores or
coatings for welding electrodes or rods",0.18
3811,"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids
used for the same purposes as mineral oils”",0.18
3812,"Prepared rubber accelerators; compound plasticisers for rubber or plastics, not elsewhere specified or included; anti- oxidising preparations and other compound stabilisers for rubber or plastics.; such as Vulcanizing agents for
rubber",0.18
3813,Preparations and charges for fire- extinguishers; charged fire extinguishing grenades,0.18
3814,"Organic composite solvents and thinners,
not elsewhere specified or included; prepared paint or varnish removers",0.18
3815,"Reaction initiators, reaction accelerators
and catalytic preparations, not elsewhere specified or included",0.18
3816,Dolomite ramming mix,0.05
3816,"Refractory cements, mortars, concretes and similar compositions, other than
products of heading 3801",0.18
3817,"Mixed alkylbenzenes and mixed
alkylnaphthalenes, other than those of heading 2707 or 2902",0.18
3818,"Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics [other than silicon
wafers]",0.18
3818,Silicon wafers,0.12
3819,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by
weight of petroleum oils or oils obtained from bituminous minerals",0.18
3820,"Anti-freezing preparations and prepared
de-icing fluids",0.18
3821,"Prepared culture media for the development or maintenance of micro- organisms (including viruses and the like)
or of plant, human or animal cells",0.18
3822,All diagnostic kits and reagents,0.12
3823,"Industrial monocarboxylic fatty acids, acid
oils from refining; industrial fatty alcohols",0.18
3824,"Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified
or included",0.18
3825,"Municipal waste, sewage sludge, clinical waste",0.0
3825,"Residual products of the chemical or allied industries not elsewhere specified or included; [except municipal waste; sewage
sludge; other wastes specified in Note 6 to this Chapter.]",0.18
3826,"Bio-diesel (other than bio-diesel supplied to Oil Marketing Companies for blending
with High Speed Diesel)",0.12
3827,"Mixtures containing halogenated derivatives of Methane, Ethane or Propane, not elsewhere specified or
included",0.18
386,"Bio-diesel supplied to Oil Marketing Companies for
blending with High Speed Diesel",0.05
39,Handbags including pouches and purses; jewellery box,0.12
3901,"All goods i.e. polymers; Polyacetals, other polyethers, epoxide resins, polycarbonates, alkyd resins, polyallyl esters, other polyesters; polyamides; Amino-resins, phenolic resins and polyurethanes; silicones; Petroleum resins, coumarone- indene resins, polyterpenes, polysulphides, polysulphones and other products specified in Note 3 to this Chapter, not elsewhere specified or included; Cellulose and its chemical derivatives, not elsewhere specified or included; Natural polymers (for example, alginic acid) and modified natural polymers (for example, hardened proteins, chemical derivatives of natural rubber), not elsewhere specified or
included; in primary forms",0.18
3913,"All goods i.e. polymers; Polyacetals, other polyethers, epoxide resins, polycarbonates, alkyd resins, polyallyl esters, other polyesters; polyamides; Amino-resins, phenolic resins and polyurethanes; silicones; Petroleum resins, coumarone- indene resins, polyterpenes, polysulphides, polysulphones and other products specified in Note 3 to this Chapter, not elsewhere specified or included; Cellulose and its chemical derivatives, not elsewhere specified or included; Natural polymers (for example, alginic acid) and modified natural polymers (for example, hardened proteins, chemical derivatives of natural rubber), not elsewhere specified or
included; in primary forms",0.18
3914,"Ion exchangers based on polymers of
headings 3901 to 3913, in primary forms",0.18
3915,"Waste, Parings and Scrap, of Plastics",0.18
3916,"Monofilament of which any cross- sectional dimension exceeds 1 mm, rods, sticks and profile shapes, whether or not
surface-worked but not otherwise worked, of plastics",0.18
3917,"Tubes, pipes and hoses, and fittings
therefor, of plastics",0.18
3918,"Floor coverings of plastics, whether or not
self-adhesive, in rolls or in form of tiles; wall or ceiling coverings of plastics",0.18
3919,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics,
whether or not in rolls",0.18
3920,"Other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly
combined with other materials",0.18
3921,"Other plates, sheets, film, foil and strip, of
plastics",0.18
3922,"Baths, shower baths, sinks, wash basins,
bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware
of plastics",0.18
3923,"Woven and non-woven bags and sacks of polyethylene or polypropylene strips or the like, whether or not laminated, of a kind
used for packing of goods",0.18
3923,"Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics (except the
items covered in Sl. No. 80AA in Schedule II)",0.18
3924,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of
plastics",0.18
3925,"Builder's wares of plastics, not elsewhere
specified",0.18
3926,Plastic beads,0.12
3926,Feeding bottles,0.12
3926,"Other articles of plastics and articles of other materials of headings 3901 to 3914
other than bangles of plastic, plastic beads and feeding bottles",0.18
3926,Plastic bangles,0.0
40,"Vegetable parchment, tracing papers and other glazed transparent or translucent papers, in rolls or sheets (other than
greaseproof paper, glassine paper)",0.18
40,Medical grade oxygen,0.12
40,"Machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat- shrink wrapping machinery); machinery for aerating beverages [other than dish washing machines]",0.18
40,All goods,0.12
40,Gear boxes and parts thereof for tractors,0.18
40,Snuff,
40,Glassine papers,0.12
40,"Vegetable products not elsewhere specified or included such as, Cotton linters, Soap nuts, Hard seeds, pips, hulls and nuts, of a kind used primarily for carving, Rudraksha seeds [other than bidi wrapper leaves (tendu), betel leaves, Indian katha, coconut shell, unworked",0.05
40,Earthen pot and clay lamps,0.0
40,"Rusks, toasted bread and similar toasted products",0.05
40,"Following Vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion;
(a) Motor vehicles cleared as ambulances duly fitted with all the fitments, furniture and accessories necessary for an ambulance from the factory manufacturing such motor vehicles
(b) Three wheeled vehicles
(c) Motor vehicles of engine capacity not exceeding 1200cc and of length not exceeding 4000 mm
(d) Motor vehicles other than those mentioned at (a), (b) and (c) above.
Explanation.- For the purposes of this entry, the specification of the motor vehicle shall be determined as per the Motor Vehicles Act, 1988 (59 of 1988) and the rules made there under.",
40,"Filter cigarettes of length (including the length of the filter, the length of filter being 11 millimetres or its actual length, whichever is more) exceeding
65 millimetres but not exceeding 70 millimetres",
40,Betel leaves,0.0
4001,"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets
or strip",0.05
4002,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading 4001 with any product of this heading, in primary forms or in plates, sheets or strip; such as Latex, styrene butadiene rubber, butadiene rubber (BR), Isobutene-isoprene (butyl) rubber (IIR), Ethylene-propylene-Non-conjugated diene
rubber (EPDM)",0.18
4003,"Reclaimed rubber in primary forms or in
plates, sheets or strip",0.18
4004,"Waste, parings or scrap of rubber (other than hard rubber)",0.05
4004,"powders and granules obtained from waste, parings and scrap of rubber (other than hard
rubber)",0.18
4005,"Compounded rubber, unvulcanised, in
primary forms or in plates, sheets or strip",0.18
4006,"Other forms (for example, rods, tubes and
profile shapes) and articles (for example, discs and rings), of unvulcanised rubber",0.18
4007,"Vulcanised rubber thread and cord, other
than latex rubber thread",0.18
4007,Latex Rubber Thread,0.12
4008,"Plates, sheets, strip, rods and profile
shapes, of vulcanised rubber other than hard rubber",0.18
4009,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings (for example, joints,
elbows, flanges)",0.18
401,"Fresh milk and pasteurised milk, including separated milk, milk and cream, not concentrated nor containing added sugar or other sweetening matter, excluding Ultra
High Temperature (UHT) milk",0.0
401,Ultra High Temperature (UHT) milk,0.05
4010,"Conveyor or transmission belts or belting,
of vulcanised rubber",0.18
4011,Tyre for tractors,0.18
4011,"New pneumatic tyres, of rubber of a kind used on aircraft",0.05
4011,"Pneumatic tyres or inner tubes, of rubber, of a kind used on / in bicycles, cycle -rickshaws and three wheeled
powered cycle rickshaws",0.05
4011,"New pneumatic tyres, of rubber [other than of a kind used on/in bicycles, cycle-rickshaws and three wheeled powered cycle rickshaws; [rear
tractor tyres; and of a kind used on aircraft]",0.28
4011,"Rear Tractor tyres and rear tractor tyre
tubes",0.18
4012,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads
and tyre flaps, of rubber",0.18
4013,Tube for tractor tyres,0.18
4013,"Pneumatic tyres or inner tubes, of rubber, of a kind used on / in bicycles, cycle -rickshaws and three wheeled
powered cycle rickshaws",0.05
4013,"Inner tubes of rubber [other than of a kind used on/in bicycles, cycle-rickshaws and
three wheeled powered cycle rickshaws; and Rear Tractor tyre tubes]",0.18
4014,Condoms and contraceptives,0.0
4014,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber; such as Hot water bottles, Ice bags [other than Sheath contraceptives, Rubber contraceptives, male (condoms), Rubber contraceptives, female (diaphragms), such as cervical
caps]",0.18
4014,Nipples of feeding bottles,0.12
4015,Surgical rubber gloves or medical examination rubber gloves,0.12
4015,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised
rubber other than hard rubber [other than Surgical gloves]",0.18
4016,Erasers,0.05
4016,Rubber bands,0.12
4016,"Other articles of vulcanised rubber other than hard rubber [other than erasers,
rubber bands]",0.18
4017,"Hard rubber (for example ebonite) in all
forms, other than waste and scrap; articles of hard rubber",0.18
4017,Waste or scrap of hard rubber,0.05
402,"Milk and cream, concentrated or containing added sugar or other sweetening matter, including skimmed milk
powder, milk food for babies [other than condensed milk]",0.05
403,"Curd, Lassi, Butter milk, other than pre-packaged and labelled",0.0
403,"Curd, Lassi, Butter milk, pre-packaged and labelled",0.05
403,"Yoghurt; Cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing
added fruit, nuts or cocoa",0.05
404,"Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included",0.05
405,"Butter and other fats (i.e. ghee, butter oil,
etc.) and oils derived from milk; dairy spreads",0.12
406,"Chena or paneer, other than pre-packaged and labelled.",0.0
406,Cheese,0.12
406,Chena or paneer pre-packaged and labelled,0.05
407,"Birds' eggs, in shell, fresh, preserved or cooked",0.0
408,"Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing
added sugar or other sweetening matter.",0.05
409,"Natural honey, other than pre-packaged and labelled.",0.0
409,Natural honey pre-packaged and labelled,0.05
41,"Agarbatti, lobhan, dhoop batti, dhoop, sambraani",0.05
